Service Name;Service Code;Role;Region;2024 Q1;2024 Q2;2024 Q3;2024 Q4;2025 Q1;2025 Q2;2025 Q3;2025 Q4;2026 Q1;2026 Q2;2026 Q3;2026 Q4;Info
CSO+EGDS;CSO+EGDS;GM; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A TOPs
CSO+EGDS;CSO+EGDS;GM; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 TOPs
CSO+EGDS;CSO+EGDS;GM; ;29.3;30.3;32.3;33.0;33.0;33.0;33.0;33.0;33.0;33.0;33.0;33.0;Total In-House Workforce - Heads with TOPs
CSO+EGDS;CSO+EGDS;GM; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - Heads with TOPs
CSO+EGDS;CSO+EGDS;LM; ;30.7;23.0;22.3;23.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;Total In-House Workforce - Heads
CSO+EGDS;CSO+EGDS;LM; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - Heads
CSO+EGDS;CSO+EGDS;LM; ;30.7;23.0;22.3;23.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;Registered Headcount - Heads
CSO+EGDS;CSO+EGDS;LM; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A - Committed - Heads
CSO+EGDS;CSO+EGDS;LM; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 - Committed - Heads
CSO+EGDS;CSO+EGDS;LM; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A TOPs
CSO+EGDS;CSO+EGDS;LM; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 TOPs
CSO+EGDS;CSO+EGDS;LM; ;30.7;23.0;22.3;23.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;Total In-House Workforce - Heads with TOPs
CSO+EGDS;CSO+EGDS;LM; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - Heads with TOPs
CSO+EGDS;CSO+EGDS;QM; ;28.0;27.7;25.0;25.7;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;Total In-House Workforce - Heads
CSO+EGDS;CSO+EGDS;QM; ;8.0;8.0;6.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - Heads
CSO+EGDS;CSO+EGDS;QM; ;20.0;19.7;19.0;19.7;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;Registered Headcount - Heads
CSO+EGDS;CSO+EGDS;QM; ;8.0;8.0;6.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A - Committed - Heads
CSO+EGDS;CSO+EGDS;QM; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 - Committed - Heads
CSO+EGDS;CSO+EGDS;QM; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A TOPs
CSO+EGDS;CSO+EGDS;QM; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 TOPs
CSO+EGDS;CSO+EGDS;QM; ;28.0;27.7;25.0;25.7;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;Total In-House Workforce - Heads with TOPs
CSO+EGDS;CSO+EGDS;QM; ;8.0;8.0;6.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - Heads with TOPs
CSO+EGDS;CSO+EGDS;TPART; ;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;Total In-House Workforce - Heads
CSO+EGDS;CSO+EGDS;TPART; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - Heads
CSO+EGDS;CSO+EGDS;TPART; ;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;Registered Headcount - Heads
CSO+EGDS;CSO+EGDS;TPART; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A - Committed - Heads
CSO+EGDS;CSO+EGDS;TPART; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 - Committed - Heads
CSO+EGDS;CSO+EGDS;TPART; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A TOPs
CSO+EGDS;CSO+EGDS;TPART; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 TOPs
CSO+EGDS;CSO+EGDS;TPART; ;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;Total In-House Workforce - Heads with TOPs
CSO+EGDS;CSO+EGDS;TPART; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - Heads with TOPs
CSO+EGDS;CSO+EGDS;TRAIN; ;26.0;24.8;25.0;25.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;Total In-House Workforce - Heads
CSO+EGDS;CSO+EGDS;TRAIN; ;8.0;5.1;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - Heads
CSO+EGDS;CSO+EGDS;TRAIN; ;18.0;19.7;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;Registered Headcount - Heads
CSO+EGDS;CSO+EGDS;TRAIN; ;6.0;3.1;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A - Committed - Heads
CSO+EGDS;CSO+EGDS;TRAIN; ;2.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 - Committed - Heads
CSO+EGDS;CSO+EGDS;TRAIN; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A TOPs
CSO+EGDS;CSO+EGDS;TRAIN; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 TOPs
CSO+EGDS;CSO+EGDS;TRAIN; ;26.0;24.8;25.0;25.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;Total In-House Workforce - Heads with TOPs
CSO+EGDS;CSO+EGDS;TRAIN; ;8.0;5.1;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - Heads with TOPs
CSO+EGDS;CSO+EGDS;AA;ALL;31.0;30.7;28.0;28.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;Total In-House Workforce - Heads
CSO+EGDS;CSO+EGDS;AA;ALL;4.0;4.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - Heads
CSO+EGDS;CSO+EGDS;AA;ALL;27.0;26.7;24.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;Registered Headcount - Heads
CSO+EGDS;CSO+EGDS;AA;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A - Committed - Heads
CSO+EGDS;CSO+EGDS;AA;ALL;4.0;4.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 - Committed - Heads
CSO+EGDS;CSO+EGDS;AA;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A TOPs
CSO+EGDS;CSO+EGDS;AA;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 TOPs
CSO+EGDS;CSO+EGDS;AA;ALL;31.0;30.7;28.0;28.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;Total In-House Workforce - Heads with TOPs
CSO+EGDS;CSO+EGDS;AA;ALL;4.0;4.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - Heads with TOPs
CSO+EGDS;CSO+EGDS;EXP;ALL;176.3;182.7;196.1;197.6;165.0;165.0;165.0;165.0;165.0;165.0;165.0;165.0;Total In-House Workforce - Heads
CSO+EGDS;CSO+EGDS;EXP;ALL;38.0;38.6;40.4;34.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - Heads
CSO+EGDS;CSO+EGDS;EXP;ALL;138.3;144.1;155.7;162.7;165.0;165.0;165.0;165.0;165.0;165.0;165.0;165.0;Registered Headcount - Heads
CSO+EGDS;CSO+EGDS;EXP;ALL;26.7;28.8;31.9;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A - Committed - Heads
CSO+EGDS;CSO+EGDS;EXP;ALL;11.3;9.8;8.5;10.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 - Committed - Heads
CSO+EGDS;CSO+EGDS;EXP;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A TOPs
CSO+EGDS;CSO+EGDS;EXP;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 TOPs
CSO+EGDS;CSO+EGDS;EXP;ALL;176.3;182.7;196.1;197.6;165.0;165.0;165.0;165.0;165.0;165.0;165.0;165.0;Total In-House Workforce - Heads with TOPs
CSO+EGDS;CSO+EGDS;EXP;ALL;38.0;38.6;40.4;34.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - Heads with TOPs
CSO+EGDS;CSO+EGDS;GM;ALL;45.3;46.3;48.3;49.0;49.0;49.0;49.0;49.0;49.0;49.0;49.0;49.0;Total In-House Workforce - Heads
CSO+EGDS;CSO+EGDS;GM;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - Heads
CSO+EGDS;CSO+EGDS;GM;ALL;45.3;46.3;48.3;49.0;49.0;49.0;49.0;49.0;49.0;49.0;49.0;49.0;Registered Headcount - Heads
CSO+EGDS;CSO+EGDS;GM;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A - Committed - Heads
CSO+EGDS;CSO+EGDS;GM;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 - Committed - Heads
CSO+EGDS;CSO+EGDS;GM;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A TOPs
CSO+EGDS;CSO+EGDS;GM;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 TOPs
CSO+EGDS;CSO+EGDS;GM;ALL;45.3;46.3;48.3;49.0;49.0;49.0;49.0;49.0;49.0;49.0;49.0;49.0;Total In-House Workforce - Heads with TOPs
CSO+EGDS;CSO+EGDS;GM;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - Heads with TOPs
CSO+EGDS;CSO+EGDS;LM;ALL;101.7;95.0;92.6;93.0;94.0;94.0;94.0;94.0;94.0;94.0;94.0;94.0;Total In-House Workforce - Heads
CSO+EGDS;CSO+EGDS;LM;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - Heads
CSO+EGDS;CSO+EGDS;LM;ALL;101.7;95.0;92.6;93.0;94.0;94.0;94.0;94.0;94.0;94.0;94.0;94.0;Registered Headcount - Heads
CSO+EGDS;CSO+EGDS;LM;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A - Committed - Heads
CSO+EGDS;CSO+EGDS;LM;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 - Committed - Heads
CSO+EGDS;CSO+EGDS;LM;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A TOPs
CSO+EGDS;CSO+EGDS;LM;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 TOPs
CSO+EGDS;CSO+EGDS;LM;ALL;101.7;95.0;92.6;93.0;94.0;94.0;94.0;94.0;94.0;94.0;94.0;94.0;Total In-House Workforce - Heads with TOPs
CSO+EGDS;CSO+EGDS;LM;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - Heads with TOPs
CSO+EGDS;CSO+EGDS;QM;ALL;28.0;27.7;25.0;25.7;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;Total In-House Workforce - Heads
CSO+EGDS;CSO+EGDS;QM;ALL;8.0;8.0;6.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - Heads
CSO+EGDS;CSO+EGDS;QM;ALL;20.0;19.7;19.0;19.7;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;Registered Headcount - Heads
CSO+EGDS;CSO+EGDS;QM;ALL;8.0;8.0;6.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A - Committed - Heads
CSO+EGDS;CSO+EGDS;QM;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 - Committed - Heads
CSO+EGDS;CSO+EGDS;QM;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A TOPs
CSO+EGDS;CSO+EGDS;QM;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 TOPs
CSO+EGDS;CSO+EGDS;QM;ALL;28.0;27.7;25.0;25.7;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;Total In-House Workforce - Heads with TOPs
