Service Code;Service Name;Role;Region;2024 Q1;2024 Q2;2024 Q3;2024 Q4;2025 Q1;2025 Q2;2025 Q3;2025 Q4;2026 Q1;2026 Q2;2026 Q3;2026 Q4;Info
CSO+EGDS;CSO+EGDS;ALL;EUR;138.9;136.2;139.3;145.2;150.5;149.2;150.3;152.9;154.9;154.9;154.9;154.9;Registered Headcount - FTEs
CSO+EGDS;CSO+EGDS;ALL;EUR;507.0;506.6;496.2;500.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A - Committed - FTEs
CSO+EGDS;CSO+EGDS;ALL;EUR;2.9;3.6;3.0;3.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 - Committed - FTEs
CSO+EGDS;CSO+EGDS;ALL;EUR;648.8;646.4;638.5;648.9;150.5;149.2;150.3;152.9;154.9;154.9;154.9;154.9;Total In-House Workforce - FTEs
CSO+EGDS;CSO+EGDS;ALL;EUR;509.9;510.2;499.2;503.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - FTEs
CSO+EGDS;CSO+EGDS;ALL;EUR;1.4;-7.5;-60.5;-70.1;-554.3;-564.5;-606.4;-622.0;-539.2;-544.8;-574.1;-581.1;Gap In-House - FTEs (Workforce vs Workload)
CSO+EGDS;CSO+EGDS;ALL;EUR;78.6;78.9;78.2;77.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility %
CSO+EGDS;CSO+EGDS;ALL;EUR;100.2;98.9;91.3;90.3;21.4;20.9;19.9;19.7;22.3;22.1;21.2;21.0;In House Coverage %
CSO+EGDS;CSO+EGDS;ALL;EUR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A TOPs
CSO+EGDS;CSO+EGDS;ALL;EUR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 TOPs
CSO+EGDS;CSO+EGDS;ALL;EUR;648.8;646.4;638.5;648.9;150.5;149.2;150.3;152.9;154.9;154.9;154.9;154.9;Total In-House Workforce - FTEs with TOPs
CSO+EGDS;CSO+EGDS;ALL;EUR;509.9;510.2;499.2;503.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - FTEs with TOPs
CSO+EGDS;CSO+EGDS;ALL;EUR;1.4;-7.5;-60.5;-70.1;-554.3;-564.5;-606.4;-622.0;-539.2;-544.8;-574.1;-581.1;Gap In-House - FTEs  (Workforce vs Workload) with TOPS
CSO+EGDS;CSO+EGDS;ALL;EUR;78.6;78.9;78.2;77.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility % with TOPS
CSO+EGDS;CSO+EGDS;ALL;EUR;100.2;98.9;91.3;90.3;21.4;20.9;19.9;19.7;22.3;22.1;21.2;21.0;In House Coverage % with TOPS
CSO+EGDS;CSO+EGDS;ALL;LAM;276.1;296.8;317.5;324.5;343.9;367.7;380.9;402.4;358.5;353.8;377.5;389.7;In-House Workload - Total FTEs - after PRP & Approved+Not Approved
CSO+EGDS;CSO+EGDS;ALL;LAM;42.0;43.2;45.4;48.2;49.7;49.7;50.6;50.6;51.5;51.5;51.5;51.5;Registered Headcount - FTEs
CSO+EGDS;CSO+EGDS;ALL;LAM;206.4;213.4;230.5;274.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A - Committed - FTEs
CSO+EGDS;CSO+EGDS;ALL;LAM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 - Committed - FTEs
CSO+EGDS;CSO+EGDS;ALL;LAM;248.4;256.6;275.9;322.9;49.7;49.7;50.6;50.6;51.5;51.5;51.5;51.5;Total In-House Workforce - FTEs
CSO+EGDS;CSO+EGDS;ALL;LAM;206.4;213.4;230.5;274.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - FTEs
CSO+EGDS;CSO+EGDS;ALL;LAM;-27.7;-40.2;-41.6;-1.6;-294.2;-318.0;-330.3;-351.8;-307.0;-302.3;-326.0;-338.2;Gap In-House - FTEs (Workforce vs Workload)
CSO+EGDS;CSO+EGDS;ALL;LAM;83.1;83.2;83.5;85.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility %
CSO+EGDS;CSO+EGDS;ALL;LAM;90.0;86.5;86.9;99.5;14.5;13.5;13.3;12.6;14.4;14.6;13.6;13.2;In House Coverage %
CSO+EGDS;CSO+EGDS;ALL;LAM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A TOPs
CSO+EGDS;CSO+EGDS;ALL;LAM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 TOPs
CSO+EGDS;CSO+EGDS;ALL;LAM;248.4;256.6;275.9;322.9;49.7;49.7;50.6;50.6;51.5;51.5;51.5;51.5;Total In-House Workforce - FTEs with TOPs
CSO+EGDS;CSO+EGDS;ALL;LAM;206.4;213.4;230.5;274.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - FTEs with TOPs
CSO+EGDS;CSO+EGDS;ALL;LAM;-27.7;-40.2;-41.6;-1.6;-294.2;-318.0;-330.3;-351.8;-307.0;-302.3;-326.0;-338.2;Gap In-House - FTEs  (Workforce vs Workload) with TOPS
CSO+EGDS;CSO+EGDS;ALL;LAM;83.1;83.2;83.5;85.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility % with TOPS
CSO+EGDS;CSO+EGDS;ALL;LAM;90.0;86.5;86.9;99.5;14.5;13.5;13.3;12.6;14.4;14.6;13.6;13.2;In House Coverage % with TOPS
CSO+EGDS;CSO+EGDS;ALL;NAM;325.9;337.4;380.4;382.0;355.9;381.8;421.4;471.5;433.1;422.8;449.8;472.2;In-House Workload - Total FTEs - after PRP & Approved+Not Approved
CSO+EGDS;CSO+EGDS;ALL;NAM;59.0;61.1;64.8;70.2;76.4;76.4;76.4;76.4;76.4;76.4;76.4;76.4;Registered Headcount - FTEs
CSO+EGDS;CSO+EGDS;ALL;NAM;167.4;164.3;165.2;153.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A - Committed - FTEs
CSO+EGDS;CSO+EGDS;ALL;NAM;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 - Committed - FTEs
CSO+EGDS;CSO+EGDS;ALL;NAM;227.2;225.4;230.0;223.8;76.4;76.4;76.4;76.4;76.4;76.4;76.4;76.4;Total In-House Workforce - FTEs
CSO+EGDS;CSO+EGDS;ALL;NAM;168.2;164.3;165.2;153.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - FTEs
CSO+EGDS;CSO+EGDS;ALL;NAM;-98.7;-112.0;-150.4;-158.2;-279.5;-305.4;-345.0;-395.1;-356.7;-346.4;-373.4;-395.8;Gap In-House - FTEs (Workforce vs Workload)
CSO+EGDS;CSO+EGDS;ALL;NAM;74.0;72.9;71.8;68.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility %
CSO+EGDS;CSO+EGDS;ALL;NAM;69.7;66.8;60.5;58.6;21.5;20.0;18.1;16.2;17.6;18.1;17.0;16.2;In House Coverage %
CSO+EGDS;CSO+EGDS;ALL;NAM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A TOPs
CSO+EGDS;CSO+EGDS;ALL;NAM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 TOPs
CSO+EGDS;CSO+EGDS;ALL;NAM;227.2;225.4;230.0;223.8;76.4;76.4;76.4;76.4;76.4;76.4;76.4;76.4;Total In-House Workforce - FTEs with TOPs
CSO+EGDS;CSO+EGDS;ALL;NAM;168.2;164.3;165.2;153.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - FTEs with TOPs
CSO+EGDS;CSO+EGDS;ALL;NAM;-98.7;-112.0;-150.4;-158.2;-279.5;-305.4;-345.0;-395.1;-356.7;-346.4;-373.4;-395.8;Gap In-House - FTEs  (Workforce vs Workload) with TOPS
CSO+EGDS;CSO+EGDS;ALL;NAM;74.0;72.9;71.8;68.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility % with TOPS
CSO+EGDS;CSO+EGDS;ALL;NAM;69.7;66.8;60.5;58.6;21.5;20.0;18.1;16.2;17.6;18.1;17.0;16.2;In House Coverage % with TOPS
CSO+EGDS;CSO+EGDS;ALL;TBD;1.2;0.9;1.0;1.2;2.5;2.3;2.2;2.8;124.6;128.1;136.2;138.4;In-House Workload - Total FTEs - after PRP & Approved+Not Approved
CSO+EGDS;CSO+EGDS;ALL;TBD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Registered Headcount - FTEs
CSO+EGDS;CSO+EGDS;ALL;TBD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A - Committed - FTEs
CSO+EGDS;CSO+EGDS;ALL;TBD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 - Committed - FTEs
CSO+EGDS;CSO+EGDS;ALL;TBD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total In-House Workforce - FTEs
CSO+EGDS;CSO+EGDS;ALL;TBD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - FTEs
CSO+EGDS;CSO+EGDS;ALL;TBD;-1.2;-0.9;-1.0;-1.2;-2.5;-2.3;-2.2;-2.8;-124.6;-128.1;-136.2;-138.4;Gap In-House - FTEs (Workforce vs Workload)
CSO+EGDS;CSO+EGDS;ALL;TBD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility %
CSO+EGDS;CSO+EGDS;ALL;TBD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;In House Coverage %
CSO+EGDS;CSO+EGDS;ALL;TBD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A TOPs
CSO+EGDS;CSO+EGDS;ALL;TBD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 TOPs
CSO+EGDS;CSO+EGDS;ALL;TBD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total In-House Workforce - FTEs with TOPs
CSO+EGDS;CSO+EGDS;ALL;TBD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - FTEs with TOPs
CSO+EGDS;CSO+EGDS;ALL;TBD;-1.2;-0.9;-1.0;-1.2;-2.5;-2.3;-2.2;-2.8;-124.6;-128.1;-136.2;-138.4;Gap In-House - FTEs  (Workforce vs Workload) with TOPS
CSO+EGDS;CSO+EGDS;ALL;TBD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility % with TOPS
CSO+EGDS;CSO+EGDS;ALL;TBD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;In House Coverage % with TOPS
CSO+EGDS;CSO+EGDS;CLIA; ;39.5;40.8;42.1;41.0;43.4;37.6;36.2;43.2;47.1;53.4;56.8;60.2;In-House Workload - Total FTEs - after PRP & Approved+Not Approved
CSO+EGDS;CSO+EGDS;CLIA; ;35.4;34.6;34.4;35.1;36.7;36.8;36.8;36.8;36.8;36.8;36.8;36.8;Registered Headcount - FTEs
CSO+EGDS;CSO+EGDS;CLIA; ;0.7;0.7;0.7;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A - Committed - FTEs
CSO+EGDS;CSO+EGDS;CLIA; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 - Committed - FTEs
CSO+EGDS;CSO+EGDS;CLIA; ;36.1;35.3;35.1;35.8;36.7;36.8;36.8;36.8;36.8;36.8;36.8;36.8;Total In-House Workforce - FTEs
CSO+EGDS;CSO+EGDS;CLIA; ;0.7;0.7;0.7;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - FTEs
CSO+EGDS;CSO+EGDS;CLIA; ;-3.4;-5.5;-7.0;-5.2;-6.7;-0.8;0.6;-6.4;-10.3;-16.6;-20.0;-23.4;Gap In-House - FTEs (Workforce vs Workload)
CSO+EGDS;CSO+EGDS;CLIA; ;1.9;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility %
CSO+EGDS;CSO+EGDS;CLIA; ;91.4;86.5;83.4;87.3;84.6;97.9;101.7;85.2;78.1;68.9;64.8;61.1;In House Coverage %
CSO+EGDS;CSO+EGDS;CLIA; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A TOPs
CSO+EGDS;CSO+EGDS;CLIA; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 TOPs
CSO+EGDS;CSO+EGDS;CLIA; ;36.1;35.3;35.1;35.8;36.7;36.8;36.8;36.8;36.8;36.8;36.8;36.8;Total In-House Workforce - FTEs with TOPs
CSO+EGDS;CSO+EGDS;CLIA; ;0.7;0.7;0.7;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - FTEs with TOPs
CSO+EGDS;CSO+EGDS;CLIA; ;-3.4;-5.5;-7.0;-5.2;-6.7;-0.8;0.6;-6.4;-10.3;-16.6;-20.0;-23.4;Gap In-House - FTEs  (Workforce vs Workload) with TOPS
CSO+EGDS;CSO+EGDS;CLIA; ;1.9;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility % with TOPS
CSO+EGDS;CSO+EGDS;CLIA; ;91.4;86.5;83.4;87.3;84.6;97.9;101.7;85.2;78.1;68.9;64.8;61.1;In House Coverage % with TOPS
CSO+EGDS;CSO+EGDS;COD; ;12.4;11.4;11.9;13.6;11.6;11.5;14.3;11.2;16.0;15.2;15.3;15.8;In-House Workload - Total FTEs - after PRP & Approved+Not Approved
CSO+EGDS;CSO+EGDS;COD; ;4.0;3.7;4.2;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;Registered Headcount - FTEs
CSO+EGDS;CSO+EGDS;COD; ;2.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A - Committed - FTEs
CSO+EGDS;CSO+EGDS;COD; ;3.0;2.7;2.7;2.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 - Committed - FTEs
CSO+EGDS;CSO+EGDS;COD; ;9.0;8.4;8.9;9.2;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;Total In-House Workforce - FTEs
CSO+EGDS;CSO+EGDS;COD; ;5.0;4.7;4.7;4.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - FTEs
CSO+EGDS;CSO+EGDS;COD; ;-3.4;-3.0;-3.0;-4.4;-7.1;-7.0;-9.8;-6.7;-11.5;-10.7;-10.8;-11.3;Gap In-House - FTEs (Workforce vs Workload)
CSO+EGDS;CSO+EGDS;COD; ;55.6;56.0;52.8;51.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility %
CSO+EGDS;CSO+EGDS;COD; ;72.6;73.7;74.8;67.6;38.8;39.1;31.5;40.2;28.1;29.6;29.4;28.5;In House Coverage %
CSO+EGDS;CSO+EGDS;COD; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A TOPs
CSO+EGDS;CSO+EGDS;COD; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 TOPs
CSO+EGDS;CSO+EGDS;COD; ;9.0;8.4;8.9;9.2;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;Total In-House Workforce - FTEs with TOPs
CSO+EGDS;CSO+EGDS;COD; ;5.0;4.7;4.7;4.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - FTEs with TOPs
CSO+EGDS;CSO+EGDS;COD; ;-3.4;-3.0;-3.0;-4.4;-7.1;-7.0;-9.8;-6.7;-11.5;-10.7;-10.8;-11.3;Gap In-House - FTEs  (Workforce vs Workload) with TOPS
CSO+EGDS;CSO+EGDS;COD; ;55.6;56.0;52.8;51.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility % with TOPS
CSO+EGDS;CSO+EGDS;COD; ;72.6;73.7;74.8;67.6;38.8;39.1;31.5;40.2;28.1;29.6;29.4;28.5;In House Coverage % with TOPS
CSO+EGDS;CSO+EGDS;CPQM; ;33.9;34.4;37.3;35.8;37.5;38.9;39.1;39.3;44.2;44.3;43.3;42.5;In-House Workload - Total FTEs - after PRP & Approved+Not Approved
CSO+EGDS;CSO+EGDS;CPQM; ;20.9;24.0;24.8;25.4;26.4;26.3;26.4;26.4;26.3;26.3;26.4;26.4;Registered Headcount - FTEs
CSO+EGDS;CSO+EGDS;CPQM; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A - Committed - FTEs
CSO+EGDS;CSO+EGDS;CPQM; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 - Committed - FTEs
CSO+EGDS;CSO+EGDS;CPQM; ;20.9;24.0;24.8;25.4;26.4;26.3;26.4;26.4;26.3;26.3;26.4;26.4;Total In-House Workforce - FTEs
CSO+EGDS;CSO+EGDS;CPQM; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - FTEs
CSO+EGDS;CSO+EGDS;CPQM; ;-13.0;-10.4;-12.5;-10.4;-11.1;-12.6;-12.7;-12.9;-17.9;-18.0;-16.9;-16.1;Gap In-House - FTEs (Workforce vs Workload)
