Service Name;Service Code;Role;Region;2024 Q1;2024 Q2;2024 Q3;2024 Q4;2025 Q1;2025 Q2;2025 Q3;2025 Q4;2026 Q1;2026 Q2;2026 Q3;2026 Q4;Info
ALL;ALL;LM;ALL;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;AD10 TOPs
ALL;ALL;LM;ALL;102.7;96.3;94.3;94;94;94;94;94;94;94;94;94;Total In-House Workforce - Heads with TOPs
ALL;ALL;QM;ALL;28.0;28.0;21.0;21;21;21;21;21;21;21;21;21;Total In-House Workforce - Heads
ALL;ALL;QM;ALL;20.0;20.0;21.0;21;21;21;21;21;21;21;21;21;Registered Headcount - Heads
ALL;ALL;QM;ALL;8.0;8.0;0.0;0;0;0;0;0;0;0;0;0;110A - Committed - Heads
ALL;ALL;QM;ALL;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;AD10 - Committed - Heads
ALL;ALL;QM;ALL;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;110A TOPs
ALL;ALL;QM;ALL;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;AD10 TOPs
ALL;ALL;QM;ALL;28.0;28.0;21.0;21;21;21;21;21;21;21;21;21;Total In-House Workforce - Heads with TOPs
ALL;ALL;SYS;ALL;17.0;17.0;17.0;17;4;4;4;4;4;4;4;4;Total In-House Workforce - Heads
ALL;ALL;SYS;ALL;4.0;4.0;4.0;4;4;4;4;4;4;4;4;4;Registered Headcount - Heads
ALL;ALL;SYS;ALL;13.0;13.0;13.0;13;0;0;0;0;0;0;0;0;110A - Committed - Heads
ALL;ALL;SYS;ALL;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;AD10 - Committed - Heads
ALL;ALL;SYS;ALL;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;110A TOPs
ALL;ALL;SYS;ALL;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;AD10 TOPs
ALL;ALL;SYS;ALL;17.0;17.0;17.0;17;4;4;4;4;4;4;4;4;Total In-House Workforce - Heads with TOPs
ALL;ALL;TPART;ALL;5.0;5.0;5.0;5;5;5;5;5;5;5;5;5;Total In-House Workforce - Heads
ALL;ALL;TPART;ALL;5.0;5.0;5.0;5;5;5;5;5;5;5;5;5;Registered Headcount - Heads
ALL;ALL;TPART;ALL;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;110A - Committed - Heads
ALL;ALL;TPART;ALL;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;AD10 - Committed - Heads
ALL;ALL;TPART;ALL;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;110A TOPs
ALL;ALL;TPART;ALL;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;AD10 TOPs
ALL;ALL;TPART;ALL;5.0;5.0;5.0;5;5;5;5;5;5;5;5;5;Total In-House Workforce - Heads with TOPs
ALL;ALL;TRAIN;ALL;26.0;24.7;22.0;22;20;20;20;20;20;20;20;20;Total In-House Workforce - Heads
ALL;ALL;TRAIN;ALL;18.0;19.7;20.0;20;20;20;20;20;20;20;20;20;Registered Headcount - Heads
ALL;ALL;TRAIN;ALL;6.0;3.0;0.0;0;0;0;0;0;0;0;0;0;110A - Committed - Heads
ALL;ALL;TRAIN;ALL;2.0;2.0;2.0;2;0;0;0;0;0;0;0;0;AD10 - Committed - Heads
ALL;ALL;TRAIN;ALL;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;110A TOPs
ALL;ALL;TRAIN;ALL;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;AD10 TOPs
ALL;ALL;TRAIN;ALL;26.0;24.7;22.0;22;20;20;20;20;20;20;20;20;Total In-House Workforce - Heads with TOPs
ALL;ALL;ALL;AP;52.0;52.0;51.3;51;45;45;45;45;45;45;45;45;Total In-House Workforce - Heads
ALL;ALL;ALL;AP;46.0;46.0;45.3;45;45;45;45;45;45;45;45;45;Registered Headcount - Heads
ALL;ALL;ALL;AP;6.0;6.0;6.0;6;0;0;0;0;0;0;0;0;110A - Committed - Heads
ALL;ALL;ALL;AP;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;AD10 - Committed - Heads
ALL;ALL;ALL;AP;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;110A TOPs
ALL;ALL;ALL;AP;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;AD10 TOPs
ALL;ALL;ALL;AP;52.0;52.0;51.3;51;45;45;45;45;45;45;45;45;Total In-House Workforce - Heads with TOPs
ALL;ALL;EXP;AP;22.0;22.0;22.0;22;20;20;20;20;20;20;20;20;Total In-House Workforce - Heads
ALL;ALL;EXP;AP;20.0;20.0;20.0;20;20;20;20;20;20;20;20;20;Registered Headcount - Heads
ALL;ALL;EXP;AP;2.0;2.0;2.0;2;0;0;0;0;0;0;0;0;110A - Committed - Heads
ALL;ALL;EXP;AP;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;AD10 - Committed - Heads
ALL;ALL;EXP;AP;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;110A TOPs
ALL;ALL;EXP;AP;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;AD10 TOPs
ALL;ALL;EXP;AP;22.0;22.0;22.0;22;20;20;20;20;20;20;20;20;Total In-House Workforce - Heads with TOPs
ALL;ALL;GM;AP;1.0;1.0;1.0;1;1;1;1;1;1;1;1;1;Total In-House Workforce - Heads
ALL;ALL;GM;AP;1.0;1.0;1.0;1;1;1;1;1;1;1;1;1;Registered Headcount - Heads
ALL;ALL;GM;AP;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;110A - Committed - Heads
ALL;ALL;GM;AP;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;AD10 - Committed - Heads
ALL;ALL;GM;AP;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;110A TOPs
ALL;ALL;GM;AP;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;AD10 TOPs
ALL;ALL;GM;AP;1.0;1.0;1.0;1;1;1;1;1;1;1;1;1;Total In-House Workforce - Heads with TOPs
ALL;ALL;LM;AP;24.0;24.0;23.3;23;23;23;23;23;23;23;23;23;Total In-House Workforce - Heads
ALL;ALL;LM;AP;24.0;24.0;23.3;23;23;23;23;23;23;23;23;23;Registered Headcount - Heads
ALL;ALL;LM;AP;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;110A - Committed - Heads
ALL;ALL;LM;AP;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;AD10 - Committed - Heads
ALL;ALL;LM;AP;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;110A TOPs
ALL;ALL;LM;AP;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;AD10 TOPs
ALL;ALL;LM;AP;24.0;24.0;23.3;23;23;23;23;23;23;23;23;23;Total In-House Workforce - Heads with TOPs
ALL;ALL;SYS;AP;5.0;5.0;5.0;5;1;1;1;1;1;1;1;1;Total In-House Workforce - Heads
ALL;ALL;SYS;AP;1.0;1.0;1.0;1;1;1;1;1;1;1;1;1;Registered Headcount - Heads
ALL;ALL;SYS;AP;4.0;4.0;4.0;4;0;0;0;0;0;0;0;0;110A - Committed - Heads
ALL;ALL;SYS;AP;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;AD10 - Committed - Heads
ALL;ALL;SYS;AP;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;110A TOPs
ALL;ALL;SYS;AP;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;AD10 TOPs
ALL;ALL;SYS;AP;5.0;5.0;5.0;5;1;1;1;1;1;1;1;1;Total In-House Workforce - Heads with TOPs
ALL;ALL;ALL;EUR;77.7;79.0;79.7;79;74;74;74;74;74;74;74;74;Total In-House Workforce - Heads
ALL;ALL;ALL;EUR;72.7;74.0;74.7;74;74;74;74;74;74;74;74;74;Registered Headcount - Heads
ALL;ALL;ALL;EUR;5.0;5.0;5.0;5;0;0;0;0;0;0;0;0;110A - Committed - Heads
ALL;ALL;ALL;EUR;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;AD10 - Committed - Heads
ALL;ALL;ALL;EUR;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;110A TOPs
ALL;ALL;ALL;EUR;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;AD10 TOPs
ALL;ALL;ALL;EUR;77.7;79.0;79.7;79;74;74;74;74;74;74;74;74;Total In-House Workforce - Heads with TOPs
ALL;ALL;EXP;EUR;35.7;37.0;37.7;37;36;36;36;36;36;36;36;36;Total In-House Workforce - Heads
ALL;ALL;EXP;EUR;34.7;36.0;36.7;36;36;36;36;36;36;36;36;36;Registered Headcount - Heads
ALL;ALL;EXP;EUR;1.0;1.0;1.0;1;0;0;0;0;0;0;0;0;110A - Committed - Heads
ALL;ALL;EXP;EUR;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;AD10 - Committed - Heads
ALL;ALL;EXP;EUR;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;110A TOPs
ALL;ALL;EXP;EUR;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;AD10 TOPs
ALL;ALL;EXP;EUR;35.7;37.0;37.7;37;36;36;36;36;36;36;36;36;Total In-House Workforce - Heads with TOPs
ALL;ALL;GM;EUR;9.0;9.0;9.0;9;9;9;9;9;9;9;9;9;Total In-House Workforce - Heads
ALL;ALL;GM;EUR;9.0;9.0;9.0;9;9;9;9;9;9;9;9;9;Registered Headcount - Heads
ALL;ALL;GM;EUR;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;110A - Committed - Heads
ALL;ALL;GM;EUR;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;AD10 - Committed - Heads
ALL;ALL;GM;EUR;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;110A TOPs
ALL;ALL;GM;EUR;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;AD10 TOPs
ALL;ALL;GM;EUR;9.0;9.0;9.0;9;9;9;9;9;9;9;9;9;Total In-House Workforce - Heads with TOPs
ALL;ALL;LM;EUR;28.0;28.0;28.0;28;28;28;28;28;28;28;28;28;Total In-House Workforce - Heads
ALL;ALL;LM;EUR;28.0;28.0;28.0;28;28;28;28;28;28;28;28;28;Registered Headcount - Heads
ALL;ALL;LM;EUR;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;110A - Committed - Heads
ALL;ALL;LM;EUR;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;AD10 - Committed - Heads
ALL;ALL;LM;EUR;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;110A TOPs
ALL;ALL;LM;EUR;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;AD10 TOPs
ALL;ALL;LM;EUR;28.0;28.0;28.0;28;28;28;28;28;28;28;28;28;Total In-House Workforce - Heads with TOPs
ALL;ALL;SYS;EUR;5.0;5.0;5.0;5;1;1;1;1;1;1;1;1;Total In-House Workforce - Heads
ALL;ALL;SYS;EUR;1.0;1.0;1.0;1;1;1;1;1;1;1;1;1;Registered Headcount - Heads
ALL;ALL;SYS;EUR;4.0;4.0;4.0;4;0;0;0;0;0;0;0;0;110A - Committed - Heads
ALL;ALL;SYS;EUR;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;AD10 - Committed - Heads
ALL;ALL;SYS;EUR;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;110A TOPs
ALL;ALL;SYS;EUR;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;AD10 TOPs
ALL;ALL;SYS;EUR;5.0;5.0;5.0;5;1;1;1;1;1;1;1;1;Total In-House Workforce - Heads with TOPs
ALL;ALL;ALL;LAM;27.3;27.0;27.0;27;25;25;25;25;25;25;25;25;Total In-House Workforce - Heads
ALL;ALL;ALL;LAM;25.3;25.0;25.0;25;25;25;25;25;25;25;25;25;Registered Headcount - Heads
ALL;ALL;ALL;LAM;2.0;2.0;2.0;2;0;0;0;0;0;0;0;0;110A - Committed - Heads
ALL;ALL;ALL;LAM;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;AD10 - Committed - Heads
ALL;ALL;ALL;LAM;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;110A TOPs
ALL;ALL;ALL;LAM;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;AD10 TOPs
ALL;ALL;ALL;LAM;27.3;27.0;27.0;27;25;25;25;25;25;25;25;25;Total In-House Workforce - Heads with TOPs
ALL;ALL;EXP;LAM;11.3;11.0;11.0;11;11;11;11;11;11;11;11;11;Total In-House Workforce - Heads
ALL;ALL;EXP;LAM;11.3;11.0;11.0;11;11;11;11;11;11;11;11;11;Registered Headcount - Heads
ALL;ALL;EXP;LAM;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;110A - Committed - Heads
ALL;ALL;EXP;LAM;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;AD10 - Committed - Heads
ALL;ALL;EXP;LAM;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;110A TOPs
ALL;ALL;EXP;LAM;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;AD10 TOPs
ALL;ALL;EXP;LAM;11.3;11.0;11.0;11;11;11;11;11;11;11;11;11;Total In-House Workforce - Heads with TOPs
ALL;ALL;GM;LAM;3.0;3.0;3.0;3;3;3;3;3;3;3;3;3;Total In-House Workforce - Heads
ALL;ALL;GM;LAM;3.0;3.0;3.0;3;3;3;3;3;3;3;3;3;Registered Headcount - Heads
ALL;ALL;GM;LAM;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;110A - Committed - Heads
ALL;ALL;GM;LAM;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;AD10 - Committed - Heads
ALL;ALL;GM;LAM;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;110A TOPs
ALL;ALL;GM;LAM;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;AD10 TOPs
ALL;ALL;GM;LAM;3.0;3.0;3.0;3;3;3;3;3;3;3;3;3;Total In-House Workforce - Heads with TOPs
ALL;ALL;LM;LAM;10.0;10.0;10.0;10;10;10;10;10;10;10;10;10;Total In-House Workforce - Heads
ALL;ALL;LM;LAM;10.0;10.0;10.0;10;10;10;10;10;10;10;10;10;Registered Headcount - Heads
ALL;ALL;LM;LAM;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;110A - Committed - Heads
ALL;ALL;LM;LAM;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;AD10 - Committed - Heads
ALL;ALL;LM;LAM;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;110A TOPs
ALL;ALL;LM;LAM;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;AD10 TOPs
ALL;ALL;LM;LAM;10.0;10.0;10.0;10;10;10;10;10;10;10;10;10;Total In-House Workforce - Heads with TOPs
ALL;ALL;SYS;LAM;3.0;3.0;3.0;3;1;1;1;1;1;1;1;1;Total In-House Workforce - Heads
ALL;ALL;SYS;LAM;1.0;1.0;1.0;1;1;1;1;1;1;1;1;1;Registered Headcount - Heads
ALL;ALL;SYS;LAM;2.0;2.0;2.0;2;0;0;0;0;0;0;0;0;110A - Committed - Heads
ALL;ALL;SYS;LAM;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;AD10 - Committed - Heads
ALL;ALL;SYS;LAM;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;110A TOPs
ALL;ALL;SYS;LAM;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;AD10 TOPs
ALL;ALL;SYS;LAM;3.0;3.0;3.0;3;1;1;1;1;1;1;1;1;Total In-House Workforce - Heads with TOPs
ALL;ALL;ALL;NAM;41.0;43.0;44.0;44;33;33;33;33;33;33;33;33;Total In-House Workforce - Heads
ALL;ALL;ALL;NAM;31.0;32.0;33.0;33;33;33;33;33;33;33;33;33;Registered Headcount - Heads
ALL;ALL;ALL;NAM;10.0;11.0;11.0;11;0;0;0;0;0;0;0;0;110A - Committed - Heads
ALL;ALL;ALL;NAM;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;AD10 - Committed - Heads
ALL;ALL;ALL;NAM;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;110A TOPs
ALL;ALL;ALL;NAM;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;AD10 TOPs
ALL;ALL;ALL;NAM;41.0;43.0;44.0;44;33;33;33;33;33;33;33;33;Total In-House Workforce - Heads with TOPs
ALL;ALL;EXP;NAM;24.0;25.7;26.0;26;18;18;18;18;18;18;18;18;Total In-House Workforce - Heads
ALL;ALL;EXP;NAM;17.0;17.7;18.0;18;18;18;18;18;18;18;18;18;Registered Headcount - Heads
ALL;ALL;EXP;NAM;7.0;8.0;8.0;8;0;0;0;0;0;0;0;0;110A - Committed - Heads
ALL;ALL;EXP;NAM;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;AD10 - Committed - Heads
ALL;ALL;EXP;NAM;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;110A TOPs
ALL;ALL;EXP;NAM;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;AD10 TOPs
ALL;ALL;EXP;NAM;24.0;25.7;26.0;26;18;18;18;18;18;18;18;18;Total In-House Workforce - Heads with TOPs
ALL;ALL;GM;NAM;3.0;3.0;4.0;4;4;4;4;4;4;4;4;4;Total In-House Workforce - Heads
ALL;ALL;GM;NAM;3.0;3.0;4.0;4;4;4;4;4;4;4;4;4;Registered Headcount - Heads
ALL;ALL;GM;NAM;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;110A - Committed - Heads
