Service Code;Service Name;Role;Region;2024 Q1;2024 Q2;2024 Q3;2024 Q4;2025 Q1;2025 Q2;2025 Q3;2025 Q4;2026 Q1;2026 Q2;2026 Q3;2026 Q4;Info
CSO+EGDS;CSO+EGDS;ALL;AP;328.1;326.6;339.5;341.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - FTEs
CSO+EGDS;CSO+EGDS;ALL;AP;-18.8;-53.1;-83.5;-123.5;-460.8;-482.2;-500.5;-517.2;-466.0;-461.7;-488.8;-503.1;Gap In-House - FTEs (Workforce vs Workload)
CSO+EGDS;CSO+EGDS;ALL;AP;75.0;74.4;75.0;74.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility %
CSO+EGDS;CSO+EGDS;ALL;AP;95.9;89.2;84.4;78.7;20.2;19.6;19.0;18.5;20.1;20.2;19.3;18.9;In House Coverage %
CSO+EGDS;CSO+EGDS;ALL;AP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A TOPs
CSO+EGDS;CSO+EGDS;ALL;AP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 TOPs
CSO+EGDS;CSO+EGDS;ALL;AP;437.6;439.2;452.9;456.1;116.3;117.2;117.2;117.3;117.2;117.2;117.2;117.2;Total In-House Workforce - FTEs with TOPs
CSO+EGDS;CSO+EGDS;ALL;AP;328.1;326.6;339.5;341.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - FTEs with TOPs
CSO+EGDS;CSO+EGDS;ALL;AP;-18.8;-53.1;-83.5;-123.5;-460.8;-482.2;-500.5;-517.2;-466.0;-461.7;-488.8;-503.1;Gap In-House - FTEs  (Workforce vs Workload) with TOPS
CSO+EGDS;CSO+EGDS;ALL;AP;75.0;74.4;75.0;74.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility % with TOPS
CSO+EGDS;CSO+EGDS;ALL;AP;95.9;89.2;84.4;78.7;20.2;19.6;19.0;18.5;20.1;20.2;19.3;18.9;In House Coverage % with TOPS
CSO+EGDS;CSO+EGDS;ALL;EUR;655.8;669.3;718.7;758.3;725.3;717.0;743.5;748.3;683.4;692.9;720.9;728.7;In-House Workload - Total FTEs - after PRP & Approved+Not Approved
CSO+EGDS;CSO+EGDS;ALL;EUR;139.5;138.0;141.9;147.8;152.5;150.8;151.1;152.8;154.8;154.8;154.8;154.8;Registered Headcount - FTEs
CSO+EGDS;CSO+EGDS;ALL;EUR;506.8;507.1;502.1;496.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A - Committed - FTEs
CSO+EGDS;CSO+EGDS;ALL;EUR;2.9;3.6;2.7;2.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 - Committed - FTEs
CSO+EGDS;CSO+EGDS;ALL;EUR;649.2;648.7;646.7;647.0;152.5;150.8;151.1;152.8;154.8;154.8;154.8;154.8;Total In-House Workforce - FTEs
CSO+EGDS;CSO+EGDS;ALL;EUR;509.7;510.7;504.8;499.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - FTEs
CSO+EGDS;CSO+EGDS;ALL;EUR;-6.6;-20.6;-72.0;-111.3;-572.8;-566.2;-592.4;-595.5;-528.6;-538.1;-566.1;-573.9;Gap In-House - FTEs (Workforce vs Workload)
CSO+EGDS;CSO+EGDS;ALL;EUR;78.5;78.7;78.1;77.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility %
CSO+EGDS;CSO+EGDS;ALL;EUR;99.0;96.9;90.0;85.3;21.0;21.0;20.3;20.4;22.7;22.3;21.5;21.2;In House Coverage %
CSO+EGDS;CSO+EGDS;ALL;EUR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A TOPs
CSO+EGDS;CSO+EGDS;ALL;EUR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 TOPs
CSO+EGDS;CSO+EGDS;ALL;EUR;649.2;648.7;646.7;647.0;152.5;150.8;151.1;152.8;154.8;154.8;154.8;154.8;Total In-House Workforce - FTEs with TOPs
CSO+EGDS;CSO+EGDS;ALL;EUR;509.7;510.7;504.8;499.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - FTEs with TOPs
CSO+EGDS;CSO+EGDS;ALL;EUR;-6.6;-20.6;-72.0;-111.3;-572.8;-566.2;-592.4;-595.5;-528.6;-538.1;-566.1;-573.9;Gap In-House - FTEs  (Workforce vs Workload) with TOPS
CSO+EGDS;CSO+EGDS;ALL;EUR;78.5;78.7;78.1;77.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility % with TOPS
CSO+EGDS;CSO+EGDS;ALL;EUR;99.0;96.9;90.0;85.3;21.0;21.0;20.3;20.4;22.7;22.3;21.5;21.2;In House Coverage % with TOPS
CSO+EGDS;CSO+EGDS;ALL;LAM;276.1;301.3;324.3;344.3;360.9;374.7;374.0;388.1;366.1;363.6;387.8;400.7;In-House Workload - Total FTEs - after PRP & Approved+Not Approved
CSO+EGDS;CSO+EGDS;ALL;LAM;42.0;43.2;45.4;47.7;48.8;48.8;49.7;49.7;50.6;50.6;50.6;50.6;Registered Headcount - FTEs
CSO+EGDS;CSO+EGDS;ALL;LAM;206.4;212.6;227.1;231.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A - Committed - FTEs
CSO+EGDS;CSO+EGDS;ALL;LAM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 - Committed - FTEs
CSO+EGDS;CSO+EGDS;ALL;LAM;248.4;255.8;272.5;279.2;48.8;48.8;49.7;49.7;50.6;50.6;50.6;50.6;Total In-House Workforce - FTEs
CSO+EGDS;CSO+EGDS;ALL;LAM;206.4;212.6;227.1;231.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - FTEs
CSO+EGDS;CSO+EGDS;ALL;LAM;-27.7;-45.5;-51.8;-65.1;-312.1;-325.9;-324.3;-338.4;-315.5;-313.0;-337.2;-350.1;Gap In-House - FTEs (Workforce vs Workload)
CSO+EGDS;CSO+EGDS;ALL;LAM;83.1;83.1;83.3;82.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility %
CSO+EGDS;CSO+EGDS;ALL;LAM;90.0;84.9;84.0;81.1;13.5;13.0;13.3;12.8;13.8;13.9;13.0;12.6;In House Coverage %
CSO+EGDS;CSO+EGDS;ALL;LAM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A TOPs
CSO+EGDS;CSO+EGDS;ALL;LAM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 TOPs
CSO+EGDS;CSO+EGDS;ALL;LAM;248.4;255.8;272.5;279.2;48.8;48.8;49.7;49.7;50.6;50.6;50.6;50.6;Total In-House Workforce - FTEs with TOPs
CSO+EGDS;CSO+EGDS;ALL;LAM;206.4;212.6;227.1;231.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - FTEs with TOPs
CSO+EGDS;CSO+EGDS;ALL;LAM;-27.7;-45.5;-51.8;-65.1;-312.1;-325.9;-324.3;-338.4;-315.5;-313.0;-337.2;-350.1;Gap In-House - FTEs  (Workforce vs Workload) with TOPS
CSO+EGDS;CSO+EGDS;ALL;LAM;83.1;83.1;83.3;82.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility % with TOPS
CSO+EGDS;CSO+EGDS;ALL;LAM;90.0;84.9;84.0;81.1;13.5;13.0;13.3;12.8;13.8;13.9;13.0;12.6;In House Coverage % with TOPS
CSO+EGDS;CSO+EGDS;ALL;NAM;329.3;345.4;379.9;381.1;365.7;401.2;440.0;473.5;435.1;423.8;451.6;472.2;In-House Workload - Total FTEs - after PRP & Approved+Not Approved
CSO+EGDS;CSO+EGDS;ALL;NAM;59.0;61.1;65.1;68.1;68.3;68.3;68.3;68.3;68.3;68.3;68.3;68.3;Registered Headcount - FTEs
CSO+EGDS;CSO+EGDS;ALL;NAM;167.4;164.3;170.0;172.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A - Committed - FTEs
CSO+EGDS;CSO+EGDS;ALL;NAM;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 - Committed - FTEs
CSO+EGDS;CSO+EGDS;ALL;NAM;227.2;225.4;235.1;240.1;68.3;68.3;68.3;68.3;68.3;68.3;68.3;68.3;Total In-House Workforce - FTEs
CSO+EGDS;CSO+EGDS;ALL;NAM;168.2;164.3;170.0;172.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - FTEs
CSO+EGDS;CSO+EGDS;ALL;NAM;-102.1;-120.0;-144.8;-141.0;-297.4;-332.9;-371.7;-405.2;-366.8;-355.5;-383.3;-403.9;Gap In-House - FTEs (Workforce vs Workload)
CSO+EGDS;CSO+EGDS;ALL;NAM;74.0;72.9;72.3;71.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility %
CSO+EGDS;CSO+EGDS;ALL;NAM;69.0;65.3;61.9;63.0;18.7;17.0;15.5;14.4;15.7;16.1;15.1;14.5;In House Coverage %
CSO+EGDS;CSO+EGDS;ALL;NAM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A TOPs
CSO+EGDS;CSO+EGDS;ALL;NAM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 TOPs
CSO+EGDS;CSO+EGDS;ALL;NAM;227.2;225.4;235.1;240.1;68.3;68.3;68.3;68.3;68.3;68.3;68.3;68.3;Total In-House Workforce - FTEs with TOPs
CSO+EGDS;CSO+EGDS;ALL;NAM;168.2;164.3;170.0;172.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - FTEs with TOPs
CSO+EGDS;CSO+EGDS;ALL;NAM;-102.1;-120.0;-144.8;-141.0;-297.4;-332.9;-371.7;-405.2;-366.8;-355.5;-383.3;-403.9;Gap In-House - FTEs  (Workforce vs Workload) with TOPS
CSO+EGDS;CSO+EGDS;ALL;NAM;74.0;72.9;72.3;71.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility % with TOPS
CSO+EGDS;CSO+EGDS;ALL;NAM;69.0;65.3;61.9;63.0;18.7;17.0;15.5;14.4;15.7;16.1;15.1;14.5;In House Coverage % with TOPS
CSO+EGDS;CSO+EGDS;ALL;TBD;1.4;1.3;1.3;1.7;3.7;3.1;3.2;3.8;183.4;187.3;197.8;200.6;In-House Workload - Total FTEs - after PRP & Approved+Not Approved
CSO+EGDS;CSO+EGDS;ALL;TBD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Registered Headcount - FTEs
CSO+EGDS;CSO+EGDS;ALL;TBD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A - Committed - FTEs
CSO+EGDS;CSO+EGDS;ALL;TBD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 - Committed - FTEs
CSO+EGDS;CSO+EGDS;ALL;TBD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total In-House Workforce - FTEs
CSO+EGDS;CSO+EGDS;ALL;TBD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - FTEs
CSO+EGDS;CSO+EGDS;ALL;TBD;-1.4;-1.3;-1.3;-1.7;-3.7;-3.1;-3.2;-3.8;-183.4;-187.3;-197.8;-200.6;Gap In-House - FTEs (Workforce vs Workload)
CSO+EGDS;CSO+EGDS;ALL;TBD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility %
CSO+EGDS;CSO+EGDS;ALL;TBD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;In House Coverage %
CSO+EGDS;CSO+EGDS;ALL;TBD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A TOPs
CSO+EGDS;CSO+EGDS;ALL;TBD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 TOPs
CSO+EGDS;CSO+EGDS;ALL;TBD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total In-House Workforce - FTEs with TOPs
CSO+EGDS;CSO+EGDS;ALL;TBD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - FTEs with TOPs
CSO+EGDS;CSO+EGDS;ALL;TBD;-1.4;-1.3;-1.3;-1.7;-3.7;-3.1;-3.2;-3.8;-183.4;-187.3;-197.8;-200.6;Gap In-House - FTEs  (Workforce vs Workload) with TOPS
CSO+EGDS;CSO+EGDS;ALL;TBD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility % with TOPS
CSO+EGDS;CSO+EGDS;ALL;TBD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;In House Coverage % with TOPS
CSO+EGDS;CSO+EGDS;CLIA; ;39.7;41.0;41.9;39.2;60.2;67.1;66.6;64.5;57.8;64.7;69.6;72.2;In-House Workload - Total FTEs - after PRP & Approved+Not Approved
CSO+EGDS;CSO+EGDS;CLIA; ;35.4;34.6;35.0;36.0;36.7;36.8;36.8;36.8;36.8;36.8;36.8;36.8;Registered Headcount - FTEs
CSO+EGDS;CSO+EGDS;CLIA; ;0.7;0.7;0.7;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A - Committed - FTEs
CSO+EGDS;CSO+EGDS;CLIA; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 - Committed - FTEs
CSO+EGDS;CSO+EGDS;CLIA; ;36.1;35.3;35.7;36.7;36.7;36.8;36.8;36.8;36.8;36.8;36.8;36.8;Total In-House Workforce - FTEs
CSO+EGDS;CSO+EGDS;CLIA; ;0.7;0.7;0.7;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - FTEs
CSO+EGDS;CSO+EGDS;CLIA; ;-3.6;-5.7;-6.2;-2.5;-23.5;-30.3;-29.8;-27.7;-21.0;-27.9;-32.8;-35.4;Gap In-House - FTEs (Workforce vs Workload)
CSO+EGDS;CSO+EGDS;CLIA; ;1.9;2.0;2.0;1.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility %
CSO+EGDS;CSO+EGDS;CLIA; ;90.9;86.1;85.2;93.6;61.0;54.8;55.3;57.1;63.7;56.9;52.9;51.0;In House Coverage %
CSO+EGDS;CSO+EGDS;CLIA; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A TOPs
CSO+EGDS;CSO+EGDS;CLIA; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 TOPs
CSO+EGDS;CSO+EGDS;CLIA; ;36.1;35.3;35.7;36.7;36.7;36.8;36.8;36.8;36.8;36.8;36.8;36.8;Total In-House Workforce - FTEs with TOPs
CSO+EGDS;CSO+EGDS;CLIA; ;0.7;0.7;0.7;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - FTEs with TOPs
CSO+EGDS;CSO+EGDS;CLIA; ;-3.6;-5.7;-6.2;-2.5;-23.5;-30.3;-29.8;-27.7;-21.0;-27.9;-32.8;-35.4;Gap In-House - FTEs  (Workforce vs Workload) with TOPS
CSO+EGDS;CSO+EGDS;CLIA; ;1.9;2.0;2.0;1.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility % with TOPS
CSO+EGDS;CSO+EGDS;CLIA; ;90.9;86.1;85.2;93.6;61.0;54.8;55.3;57.1;63.7;56.9;52.9;51.0;In House Coverage % with TOPS
CSO+EGDS;CSO+EGDS;COD; ;12.3;11.4;12.1;16.1;8.2;8.2;8.3;7.6;12.6;12.0;12.3;12.9;In-House Workload - Total FTEs - after PRP & Approved+Not Approved
CSO+EGDS;CSO+EGDS;COD; ;4.0;3.7;4.2;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;Registered Headcount - FTEs
CSO+EGDS;CSO+EGDS;COD; ;2.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A - Committed - FTEs
CSO+EGDS;CSO+EGDS;COD; ;3.0;2.7;2.7;2.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 - Committed - FTEs
CSO+EGDS;CSO+EGDS;COD; ;9.0;8.4;8.9;9.2;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;Total In-House Workforce - FTEs
CSO+EGDS;CSO+EGDS;COD; ;5.0;4.7;4.7;4.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - FTEs
CSO+EGDS;CSO+EGDS;COD; ;-3.3;-3.0;-3.2;-6.9;-3.7;-3.7;-3.8;-3.1;-8.1;-7.5;-7.8;-8.4;Gap In-House - FTEs (Workforce vs Workload)
CSO+EGDS;CSO+EGDS;COD; ;55.6;56.0;52.8;51.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility %
CSO+EGDS;CSO+EGDS;COD; ;73.2;73.7;73.6;57.1;54.9;54.9;54.2;59.2;35.7;37.5;36.6;34.9;In House Coverage %
CSO+EGDS;CSO+EGDS;COD; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A TOPs
CSO+EGDS;CSO+EGDS;COD; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 TOPs
CSO+EGDS;CSO+EGDS;COD; ;9.0;8.4;8.9;9.2;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;Total In-House Workforce - FTEs with TOPs
CSO+EGDS;CSO+EGDS;COD; ;5.0;4.7;4.7;4.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - FTEs with TOPs
CSO+EGDS;CSO+EGDS;COD; ;-3.3;-3.0;-3.2;-6.9;-3.7;-3.7;-3.8;-3.1;-8.1;-7.5;-7.8;-8.4;Gap In-House - FTEs  (Workforce vs Workload) with TOPS
CSO+EGDS;CSO+EGDS;COD; ;55.6;56.0;52.8;51.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility % with TOPS
CSO+EGDS;CSO+EGDS;COD; ;73.2;73.7;73.6;57.1;54.9;54.9;54.2;59.2;35.7;37.5;36.6;34.9;In House Coverage % with TOPS
CSO+EGDS;CSO+EGDS;CPQM; ;33.9;34.7;37.0;36.9;43.3;44.9;44.6;44.6;38.4;38.0;36.4;35.1;In-House Workload - Total FTEs - after PRP & Approved+Not Approved
CSO+EGDS;CSO+EGDS;CPQM; ;20.9;24.0;25.4;25.4;26.4;26.3;26.4;26.4;26.3;26.3;26.4;26.4;Registered Headcount - FTEs
CSO+EGDS;CSO+EGDS;CPQM; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A - Committed - FTEs
CSO+EGDS;CSO+EGDS;CPQM; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 - Committed - FTEs
CSO+EGDS;CSO+EGDS;CPQM; ;20.9;24.0;25.4;25.4;26.4;26.3;26.4;26.4;26.3;26.3;26.4;26.4;Total In-House Workforce - FTEs
CSO+EGDS;CSO+EGDS;CPQM; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total Insourcing - FTEs
CSO+EGDS;CSO+EGDS;CPQM; ;-13.0;-10.7;-11.6;-11.5;-16.9;-18.6;-18.2;-18.2;-12.1;-11.7;-10.0;-8.7;Gap In-House - FTEs (Workforce vs Workload)
